Country Name,Country Code,Series Name,Series Code,2021 [YR2021]
Grenada,GRD,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-26.1812943756381
Grenada,GRD,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Grenada,GRD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Grenada,GRD,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Grenada,GRD,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Grenada,GRD,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,125427393.002523
Grenada,GRD,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Grenada,GRD,Time required to obtain an operating license (days),IC.FRM.DURS,..
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Grenada,GRD,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,..
Grenada,GRD,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Grenada,GRD,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Guam,GUM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..
Guam,GUM,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
Guam,GUM,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Guam,GUM,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Guam,GUM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Guam,GUM,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.04580686520193
Guam,GUM,Population growth (annual %),SP.POP.GROW,0.826633848010581
Guam,GUM,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Guam,GUM,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,..
Guam,GUM,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..
Guam,GUM,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Guam,GUM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Guam,GUM,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Guam,GUM,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Guam,GUM,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,..
Guam,GUM,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Guam,GUM,Time required to obtain an operating license (days),IC.FRM.DURS,..
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.98299980163574
Guam,GUM,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,..
Guam,GUM,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Guam,GUM,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.52762877577686
Guatemala,GTM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.94760276408712
Guatemala,GTM,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,7.50215218795974
Guatemala,GTM,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Guatemala,GTM,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Guatemala,GTM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Guatemala,GTM,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.5068917697572
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,1.4803168061015
Guatemala,GTM,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Guatemala,GTM,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,40.7
Guatemala,GTM,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,2.53213468226172
Guatemala,GTM,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Guatemala,GTM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Guatemala,GTM,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Guatemala,GTM,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Guatemala,GTM,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,0
Guatemala,GTM,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Guatemala,GTM,Time required to obtain an operating license (days),IC.FRM.DURS,..
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.57200002670288
Guatemala,GTM,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Guatemala,GTM,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Guatemala,GTM,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.12323000009609
Guinea,GIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.3387530321518
Guinea,GIN,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,0.362472201831125
Guinea,GIN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Guinea,GIN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Guinea,GIN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Guinea,GIN,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,4.72245789593566
Guinea,GIN,Population growth (annual %),SP.POP.GROW,2.73726893184663
Guinea,GIN,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Guinea,GIN,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,67.5
Guinea,GIN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,29.2654744930911
Guinea,GIN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Guinea,GIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Guinea,GIN,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Guinea,GIN,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Guinea,GIN,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,158950000
Guinea,GIN,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Guinea,GIN,Time required to obtain an operating license (days),IC.FRM.DURS,..
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.34200000762939
Guinea,GIN,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,2500
Guinea,GIN,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Guinea,GIN,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.80000242656607
Guinea-Bissau,GNB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.35411099805862
Guinea-Bissau,GNB,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
Guinea-Bissau,GNB,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Guinea-Bissau,GNB,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Guinea-Bissau,GNB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Guinea-Bissau,GNB,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,5.79718076335661
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,2.38455596453892
Guinea-Bissau,GNB,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Guinea-Bissau,GNB,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,65.7
Guinea-Bissau,GNB,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..
Guinea-Bissau,GNB,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Guinea-Bissau,GNB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Guinea-Bissau,GNB,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Guinea-Bissau,GNB,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Guinea-Bissau,GNB,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,..
Guinea-Bissau,GNB,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Guinea-Bissau,GNB,Time required to obtain an operating license (days),IC.FRM.DURS,..
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.75899982452393
Guinea-Bissau,GNB,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Guinea-Bissau,GNB,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Guinea-Bissau,GNB,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,19.927228866
Guyana,GUY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,19.3551561559959
Guyana,GUY,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
Guyana,GUY,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Guyana,GUY,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Guyana,GUY,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Guyana,GUY,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,5.96551559440226
Guyana,GUY,Population growth (annual %),SP.POP.GROW,0.478157888568595
Guyana,GUY,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Guyana,GUY,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,50.8
Guyana,GUY,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..
Guyana,GUY,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Guyana,GUY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Guyana,GUY,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Guyana,GUY,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Guyana,GUY,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,..
Guyana,GUY,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Guyana,GUY,Time required to obtain an operating license (days),IC.FRM.DURS,..
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.4249992370605
Guyana,GUY,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,100
Guyana,GUY,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Guyana,GUY,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.79823988931486
Haiti,HTI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.98218983139884
Haiti,HTI,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,-1.8883655284961
Haiti,HTI,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Haiti,HTI,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Haiti,HTI,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Haiti,HTI,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.25176680197825
Haiti,HTI,Population growth (annual %),SP.POP.GROW,1.21295672991453
Haiti,HTI,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Haiti,HTI,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,59.6
Haiti,HTI,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,0.67498321201941
Haiti,HTI,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Haiti,HTI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Haiti,HTI,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Haiti,HTI,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Haiti,HTI,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,10447346.17
Haiti,HTI,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Haiti,HTI,Time required to obtain an operating license (days),IC.FRM.DURS,..
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.7259998321533
Haiti,HTI,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,1300
Haiti,HTI,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Haiti,HTI,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.5340960157739
Honduras,HND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,10.7628711366222
Honduras,HND,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,11.2662791672627
Honduras,HND,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Honduras,HND,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Honduras,HND,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Honduras,HND,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.98990172973719
Honduras,HND,Population growth (annual %),SP.POP.GROW,1.58646313117201
Honduras,HND,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Honduras,HND,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,40.7
Honduras,HND,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-4.86286749955021
Honduras,HND,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Honduras,HND,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Honduras,HND,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Honduras,HND,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Honduras,HND,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,66855157.994198
Honduras,HND,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Honduras,HND,Time required to obtain an operating license (days),IC.FRM.DURS,..
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.51299953460693
Honduras,HND,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,100
Honduras,HND,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Honduras,HND,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.41847109765092
"Hong Kong SAR, China",HKG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.39320692848153
"Hong Kong SAR, China",HKG,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
"Hong Kong SAR, China",HKG,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
"Hong Kong SAR, China",HKG,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
"Hong Kong SAR, China",HKG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
"Hong Kong SAR, China",HKG,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.70156535234739
"Hong Kong SAR, China",HKG,Population growth (annual %),SP.POP.GROW,-0.91177674914823
"Hong Kong SAR, China",HKG,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
"Hong Kong SAR, China",HKG,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,..
"Hong Kong SAR, China",HKG,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,11.2337840003762
"Hong Kong SAR, China",HKG,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
"Hong Kong SAR, China",HKG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
"Hong Kong SAR, China",HKG,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
"Hong Kong SAR, China",HKG,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
"Hong Kong SAR, China",HKG,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,-1348136713.32125
"Hong Kong SAR, China",HKG,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
"Hong Kong SAR, China",HKG,Time required to obtain an operating license (days),IC.FRM.DURS,..
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.31500005722046
"Hong Kong SAR, China",HKG,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,..
"Hong Kong SAR, China",HKG,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
"Hong Kong SAR, China",HKG,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.09661223225682
Hungary,HUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.54069889798157
Hungary,HUN,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
Hungary,HUN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,76.8000030517578
Hungary,HUN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Hungary,HUN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Hungary,HUN,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.86952664430912
Hungary,HUN,Population growth (annual %),SP.POP.GROW,-0.413802518369317
Hungary,HUN,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Hungary,HUN,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,11.8
Hungary,HUN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-2.87610106643676
Hungary,HUN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Hungary,HUN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Hungary,HUN,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Hungary,HUN,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Hungary,HUN,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,4540234764.44064
Hungary,HUN,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Hungary,HUN,Time required to obtain an operating license (days),IC.FRM.DURS,..
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.11600017547607
Hungary,HUN,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,..
Hungary,HUN,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Hungary,HUN,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.69979240070974
Iceland,ISL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.07533548003947
Iceland,ISL,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
Iceland,ISL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,86.0100021362305
Iceland,ISL,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Iceland,ISL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Iceland,ISL,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.99867829151788
Iceland,ISL,Population growth (annual %),SP.POP.GROW,1.57889895080682
Iceland,ISL,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Iceland,ISL,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,29.4
Iceland,ISL,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-2.78234870272516
Iceland,ISL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Iceland,ISL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Iceland,ISL,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Iceland,ISL,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Iceland,ISL,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,-22491468.0133626
Iceland,ISL,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Iceland,ISL,Time required to obtain an operating license (days),IC.FRM.DURS,..
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.40100002288818
Iceland,ISL,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,100
Iceland,ISL,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Iceland,ISL,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.94796266921514
India,IND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.89987911635217
India,IND,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,8.69126140169236
India,IND,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
India,IND,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
India,IND,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
India,IND,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.59464272996524
India,IND,Population growth (annual %),SP.POP.GROW,0.966660959674886
India,IND,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
India,IND,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,45
India,IND,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-1.09183868481111
India,IND,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
India,IND,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
India,IND,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
India,IND,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
India,IND,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,-307606463.211721
India,IND,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,5823310000
India,IND,Time required to obtain an operating license (days),IC.FRM.DURS,..
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.97800016403198
India,IND,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,..
India,IND,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
India,IND,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.69124011191289
Indonesia,IDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.62635680078482
Indonesia,IDN,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,3.58882391506245
Indonesia,IDN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,80.4800033569336
Indonesia,IDN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Indonesia,IDN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Indonesia,IDN,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.55677394751945
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,1.03228496581837
Indonesia,IDN,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Indonesia,IDN,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,37.9
Indonesia,IDN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,0.289224415905132
Indonesia,IDN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Indonesia,IDN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Indonesia,IDN,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Indonesia,IDN,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Indonesia,IDN,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,80081100.3412256
Indonesia,IDN,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,6737290000
Indonesia,IDN,Time required to obtain an operating license (days),IC.FRM.DURS,..
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.41300010681152
Indonesia,IDN,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,13000
Indonesia,IDN,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Indonesia,IDN,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
"Iran, Islamic Rep.",IRN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..
"Iran, Islamic Rep.",IRN,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
"Iran, Islamic Rep.",IRN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
"Iran, Islamic Rep.",IRN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
"Iran, Islamic Rep.",IRN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
"Iran, Islamic Rep.",IRN,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,9.80609553973973
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,1.22566497360769
"Iran, Islamic Rep.",IRN,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
"Iran, Islamic Rep.",IRN,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,32.4
"Iran, Islamic Rep.",IRN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..
"Iran, Islamic Rep.",IRN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
"Iran, Islamic Rep.",IRN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
"Iran, Islamic Rep.",IRN,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
